Chinese	Vietnamese
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>(特定战斗)</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>(特定战斗)</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>(特定战斗)</color>	Bọn ngươi chỉ biết bảo vệ biên cương và an dân như vậy sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Không ai dạy các ngươi cách làm lính sao!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ dạy cho các ngươi cách làm lính!<color=#c44b0e>( đặc định chiến đấu )</color>|Muốn lấy đầu ta để báo công? Còn sớm 50 năm nữa đấy!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>(特定战斗)</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>(特定战斗)</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>(特定战斗)</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>(特定战斗)</color>	Thật ra tôi định bắt một tên trộm nhỏ, không ngờ lại sa vào ổ trộm!<color=#c44b0e>( đặc định chiến đấu )</color>|Mọi ác nhân cuối cùng sẽ bị trừng trị!<color=#c44b0e>( đặc định chiến đấu )</color>|Đúng lúc sẽ dọn sạch các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta nhất định phải diệt trừ tai họa cho dân!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỗ này hôi quá, tôi còn tưởng là nhà xí nữa!<color=#c44b0e>( đặc định chiến đấu )</color>
